"Date of Download: 2024-07-11_20:12:40"
"Search Parameters: Data Level:all  Trait List:  Trial List:11904  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","branching level counting|CO_334:0000079","dry matter content by specific gravity method|CO_334:0000160","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","marketable root number counting|CO_334:0000169","marketable root weight measurement in kg|CO_334:0000131","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root length evaluation scaled 1-3|CO_334:0000226","root number per plot counting|CO_334:0000011","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6754701","GM14781A-3","","plot","6981271","202394DVGST_momi_rep1_GM14781A-3_383","1","1","383","10","28","test","","1","33.2043624161074","30","15.3846153846154","5.6","5","1","6","3","10","4","2","255","60","4","3","1","2","2","17","3300","320","0","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6754702","GM14781A-4","","plot","6981813","202394DVGST_momi_rep1_GM14781A-4_465","1","1","465","12","28","test","","4","35.5067315834038","45","8.24175824175824","3","5","1","3","1.9","10","4","4","195","5","4","2","1","3","2","11","2650","288","1","4","1","3","2","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6754703","GM14781A-5","","plot","6981723","202394DVGST_momi_rep1_GM14781A-5_302","1","1","302","8","27","test","","5","37.0209480122324","80","12.3626373626374","4.5","5","3","5","2.1","8","4","4","230","30","4","3","1","3","2","20","3700","430","3","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6754704","GM14781A-6","","plot","6981453","202394DVGST_momi_rep1_GM14781A-6_141","1","1","141","4","24","test","","0","36.9114914425427","290","5.63186813186813","2.05","4","2","3","1.25","12","4","2","290","70","2","3","1","3","2","11","1850","214","2","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6754705","GM14781A-7","","plot","6981745","202394DVGST_momi_rep1_GM14781A-7_6","1","1","6","1","6","test","","0","38.7622143747403","250","8.37912087912088","3.05","5","1","5","2.5","6","4","4","250","40","4","1","1","3","2","9","2750","343","2","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814375","GM14781A-8","","plot","6981752","202394DVGST_momi_rep1_GM14781A-8_429","1","1","429","11","19","test","","1","32.9535863717872","235","12.2252747252747","4.45","4","1","3","1.9","10","4","1","255","80","4","3","1","3","2","17","3700","354","2","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814161","GM14781A-9","","plot","6981431","202394DVGST_momi_rep1_GM14781A-9_30","1","1","30","1","30","test","","1","32.85625","300","8.79120879120879","3.2","5","1","3","1.9","12","4","1","350","100","2","3","1","3","2","12","2900","276","0","3","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6754710","GM14783A-1","","plot","6981483","202394DVGST_momi_rep1_GM14783A-1_109","1","1","109","3","27","test","","2","29.7227930535456","155","5.21978021978022","1.9","4","2","2","0.5","12","4","2","295","40","3","1","1","4","2","17","1500","118","1","3","3","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6754711","GM14783A-2","","plot","6981621","202394DVGST_momi_rep1_GM14783A-2_392","1","1","392","10","19","test","","4","35.4950676982592","130","10.8516483516484","3.95","4","1","0","0","10","4","2","245","20","4","3","1","3","2","15","2900","315","3","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6754712","GM14783A-3","","plot","6981491","202394DVGST_momi_rep1_GM14783A-3_152","1","1","152","4","13","test","","2","23.9369801084991","160","11.9505494505495","4.35","4","1","5","2.1","10","4","2","250","60","3","3","1","3","2","20","5800","270","0","2","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6754713","GM14783A-4","","plot","6981698","202394DVGST_momi_rep1_GM14783A-4_240","1","1","240","6","7","test","","0","31.7463394342762","280","10.8516483516484","3.95","4","1","5","2.55","10","4","1","280","60","4","1","1","3","2","20","3300","295","0","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6754714","GM14783A-5","","plot","6981488","202394DVGST_momi_rep1_GM14783A-5_91","1","1","91","3","9","test","","0","35.0709921355111","260","16.4835164835165","6","5","2","10","3.9","12","4","2","260","70","4","1","1","3","2","27","3700","394","0","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6979991","GM14783A-6","","plot","6981456","202394DVGST_momi_rep1_GM14783A-6_589","1","1","589","15","15","test","","0","35.5330194601381","205","10.5769230769231","3.85","5","1","5","2.7","6","4","4","205","50","4","3","1","3","2","15","3575","389","1","4","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814088","GM14783A-7","","plot","6981281","202394DVGST_momi_rep1_GM14783A-7_90","1","1","90","3","8","test","","0","33.2290282243658","290","16.4835164835165","6","4","1","7","2.8","12","4","2","290","40","4","3","1","3","2","27","3100","301","1","4","1","2","1","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814546","GM14783A-8","","plot","6981640","202394DVGST_momi_rep1_GM14783A-8_23","1","1","23","1","23","test","","2","28.9263673193788","240","9.89010989010989","3.6","5","3","7","2.25","10","4","3","360","100","4","1","1","3","2","16","3200","238","0","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6980021","GM14783A-9","","plot","6981457","202394DVGST_momi_rep1_GM14783A-9_41","1","1","41","1","41","test","","0","30.7324765063571","250","15.9340659340659","5.8","5","2","8","3.7","10","4","2","250","50","4","3","1","3","2","24","3950","332","0","4","2","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6981261","GM14789A-2","","plot","6981512","202394DVGST_momi_rep1_GM14789A-2_531","1","1","531","13","39","test","","4","37.1071033529208","105","35.3021978021978","12.85","5","2","14","8.25","12","4","2","250","20","4","2","1","2","2","30","3275","382","0","4","1","1","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814504","GM14790A-2","","plot","6981736","202394DVGST_momi_rep1_GM14790A-2_96","1","1","96","3","14","test","","3","38.612100456621","90","5.08241758241758","1.85","4","1","3","1.05","8","4","3","230","40","4","3","1","3","2","7","1750","217","0","4","3","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814336","GM14790A-5","","plot","6981418","202394DVGST_momi_rep1_GM14790A-5_58","1","1","58","2","25","test","","6","34.3544585987261","60","2.47252747252747","0.9","5","3","0","0","6","4","5","230","20","4","3","1","4","1","12","700","72","0","4","2","3","1","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814506","GM14798A-10","","plot","6981562","202394DVGST_momi_rep1_GM14798A-10_18","1","1","18","1","18","test","","3","33.4614958074114","150","15.521978021978","5.65","5","1","10","3.5","12","4","2","300","100","4","3","1","2","2","24","4100","403","1","4","1","2","1","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6754750","GM14798A-1","","plot","6981701","202394DVGST_momi_rep1_GM14798A-1_608","1","1","608","15","34","test","","0","26.7582333948339","290","21.1538461538462","7.7","5","1","15","5.9","12","4","1","290","60","4","2","1","2","2","25","4625","289","1","4","1","3","1","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6754751","GM14798A-2","","plot","6981886","202394DVGST_momi_rep1_GM14798A-2_28","1","1","28","1","28","test","","0","33.4045454545454","310","18.4065934065934","6.7","4","1","6","3.05","12","4","1","310","110","4","1","2","3","2","19","4000","392","0","4","2","3","1","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814089","GM14798A-4","","plot","6981568","202394DVGST_momi_rep1_GM14798A-4_501","1","1","501","13","9","test","","5","33.9292944785276","65","10.989010989011","4","3","1","4","1.55","8","4","3","190","5","4","3","1","3","2","18","2900","292","0","4","1","3","3","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814248","GM14798A-5","","plot","6981298","202394DVGST_momi_rep1_GM14798A-5_445","1","1","445","11","35","test","","0","29.5055555555555","350","15.3846153846154","5.6","5","2","10","3","12","4","2","350","150","4","3","1","3","2","25","3200","248","0","4","1","3","1","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814459","GM14798A-6","","plot","6981292","202394DVGST_momi_rep1_GM14798A-6_191","1","1","191","5","27","test","","5","31.6158407079646","60","21.0164835164835","7.65","5","1","9","5.3","10","4","3","290","50","4","1","1","3","2","23","3100","275","0","4","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814408","GM14798A-7","","plot","6981643","202394DVGST_momi_rep1_GM14798A-7_320","1","1","320","8","9","test","","1","25.5983050847458","140","6.45604395604396","2.35","5","2","0","0","8","4","3","230","1","4","3","1","3","1","15","2000","112","0","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6979893","GM14798A-8","","plot","6981797","202394DVGST_momi_rep1_GM14798A-8_24","1","1","24","1","24","test","","1","27.7779937791602","100","14.6978021978022","5.35","5","3","7","2.75","12","4","2","210","40","4","3","1","3","2","25","3450","235","0","4","1","2","1","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6981262","GM14798A-9","","plot","6981588","202394DVGST_momi_rep1_GM14798A-9_275","1","1","275","7","29","test","","5","31.9772919978802","90","23.2142857142857","8.45","5","1","7","5.75","10","4","2","340","30","4","2","1","2","2","22","4150","376","3","4","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6981263","GM14803A-10","","plot","6981656","202394DVGST_momi_rep1_GM14803A-10_69","1","1","69","2","14","test","","0","35.7702247191011","230","11.2637362637363","4.1","3","1","4","2.65","10","4","3","230","90","4","3","1","3","2","11","3700","407","1","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6979894","GM14803A-1","","plot","6981357","202394DVGST_momi_rep1_GM14803A-1_387","1","1","387","10","24","test","","0","35.6962562396006","200","9.47802197802198","3.45","3","1","2","1.05","6","4","4","200","90","4","3","1","3","1","16","2700","296","0","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814203","GM14803A-2","","plot","6981454","202394DVGST_momi_rep1_GM14803A-2_374","1","1","374","10","37","test","","4","29.8428838951311","145","12.7747252747253","4.65","5","1","6","2.55","8","4","3","255","20","4","3","1","3","2","25","2900","230","0","4","1","2","3","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6979895","GM14803A-3","","plot","6981522","202394DVGST_momi_rep1_GM14803A-3_48","1","1","48","2","35","test","","1","31.8924284717376","195","15.3846153846154","5.6","5","2","6","3.45","10","4","3","245","20","4","3","1","3","2","20","3150","284","0","4","2","3","1","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814296","GM14803A-4","","plot","6981910","202394DVGST_momi_rep1_GM14803A-4_295","1","1","295","8","34","test","","2","30.7686631369953","180","13.3241758241758","4.85","5","3","5","2.3","10","4","3","245","10","4","3","1","3","2","15","3300","278","0","4","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6980022","GM14803A-5","","plot","6981401","202394DVGST_momi_rep1_GM14803A-5_472","1","1","472","12","21","test","","4","34.3101173020528","90","17.1703296703297","6.25","5","1","8","4.8","10","4","2","285","10","2","3","1","1","2","18","3800","390","3","3","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6979896","GM14803A-6","","plot","6981784","202394DVGST_momi_rep1_GM14803A-6_207","1","1","207","6","40","test","","0","36.5506269592476","240","18.956043956044","6.9","5","1","9","4.95","8","4","3","240","30","4","3","1","2","2","20","3600","410","0","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814547","GM14803A-7","","plot","6981763","202394DVGST_momi_rep1_GM14803A-7_249","1","1","249","7","3","test","","2","33.3447144075021","310","20.3296703296703","7.4","5","1","12","4.7","12","4","1","370","50","4","3","1","2","2","26","3900","381","1","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814409","GM14803A-8","","plot","6981765","202394DVGST_momi_rep1_GM14803A-8_528","1","1","528","13","36","test","","0","33.677875372887","300","12.0879120879121","4.4","5","3","6","2.3","12","4","3","300","30","4","3","1","3","2","18","3350","333","0","4","1","3","2","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6980023","GM14803A-9","","plot","6981670","202394DVGST_momi_rep1_GM14803A-9_254","1","1","254","7","8","test","","1","35.4183377308707","230","18.4065934065934","6.7","3","1","8","5.2","12","4","1","310","50","4","3","1","2","2","16","4250","460","0","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6979993","GM14806A-9","","plot","6981834","202394DVGST_momi_rep1_GM14806A-9_274","1","1","274","7","28","test","","0","35.998134434634","270","14.1483516483517","5.15","5","1","9","3.6","10","4","2","270","60","4","3","1","2","2","20","3950","439","0","4","1","2","2","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814249","GM14807B-10","","plot","6981890","202394DVGST_momi_rep1_GM14807B-10_550","1","1","550","14","25","test","","0","33.7944444444444","275","22.1153846153846","8.05","5","1","11","6.25","10","4","2","275","40","4","1","1","1","2","20","4350","435","0","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814508","GM14807B-2","","plot","6981297","202394DVGST_momi_rep1_GM14807B-2_398","1","1","398","10","13","test","","0","27.8690617773373","215","14.4230769230769","5.25","4","1","7","3.4","8","4","2","215","50","4","3","1","2","2","20","3250","223","0","4","1","1","1","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814126","GM14807B-3","","plot","6981389","202394DVGST_momi_rep1_GM14807B-3_588","1","1","588","15","14","test","","2","33.5805868044998","195","18.1318681318681","6.6","5","1","8","4.15","10","4","2","235","10","4","1","1","2","2","20","3650","361","4","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814411","GM14807B-4","","plot","6981545","202394DVGST_momi_rep1_GM14807B-4_277","1","1","277","7","31","test","","0","32.893650579671","380","18.4065934065934","6.7","5","1","6","3.15","12","4","1","380","150","4","1","1","3","2","26","4100","391","1","4","2","3","1","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814461","GM14807B-5","","plot","6981746","202394DVGST_momi_rep1_GM14807B-5_106","1","1","106","3","24","test","","3","32.7212874164487","60","23.489010989011","8.55","4","2","6","3","12","4","4","250","20","4","1","1","2","2","31","3800","359","5","4","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814412","GM14807B-6","","plot","6981748","202394DVGST_momi_rep1_GM14807B-6_563","1","1","563","14","12","test","","4","24.2811509303928","95","14.2857142857143","5.2","3","1","9","4.35","8","4","4","240","40","4","1","1","2","2","16","3050","148","3","4","1","3","1","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814297","GM14807B-8","","plot","6981896","202394DVGST_momi_rep1_GM14807B-8_186","1","1","186","5","22","test","","0","32.1230865432716","310","28.5714285714286","10.4","5","1","16","7.3","10","4","1","310","70","4","1","1","1","2","31","4400","402","1","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6980024","GM14807B-9","","plot","6981439","202394DVGST_momi_rep1_GM14807B-9_284","1","1","284","7","38","test","","0","33.6761103633916","230","10.7142857142857","3.9","4","2","5","1.6","6","4","4","230","50","3","3","1","3","2","20","3300","328","1","3","1","3","2","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814340","GM14811B-4","","plot","6981777","202394DVGST_momi_rep1_GM14811B-4_532","1","1","532","13","40","test","","4","36.9379605983218","65","13.5989010989011","4.95","4","1","3","1.25","10","4","4","230","30","3","3","1","3","2","25","3100","359","0","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6981264","GM14811B-5","","plot","6981596","202394DVGST_momi_rep1_GM14811B-5_397","1","1","397","10","14","test","","0","34.8982149862691","185","7.69230769230769","2.8","4","1","2","0.65","10","4","2","185","20","4","3","1","3","2","12","2850","301","0","4","1","1","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814549","GM14811B-6","","plot","6981577","202394DVGST_momi_rep1_GM14811B-6_464","1","1","464","12","29","test","","1","37.9637776353732","30","12.7747252747253","4.65","5","1","5","2.9","10","4","3","275","40","4","3","1","2","2","17","3550","429","5","4","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814250","GM14811B-7","","plot","6981347","202394DVGST_momi_rep1_GM14811B-7_183","1","1","183","5","19","test","","4","30.5345147219193","25","9.2032967032967","3.35","5","2","1","0.45","8","4","4","275","60","4","3","1","4","2","17","2000","166","2","4","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11904","202394DVGST_momi","202394DVGST_momi","RCBD","1.3","2.8","","no","no","2023-September-07","2024-June-21","127","Momil. Cordoba, Colombia","6814251","GM14811B-9","","plot","6981700","202394DVGST_momi_rep1_GM14811B-9_52","1","1","52","2","31","test","","1","33.2075849514563","260","17.9945054945055","6.55","5","2","6","3.5","12","4","2","290","20","4","3","1","2","2","18","3650","354","2","4","2","3","1","1"," (Operator: lizbethpino, Time: )"
